travelCode,userCode_x,from,to,flightType,price_x,time,distance,agency,date_x,userCode_y,name_x,place,days,price_y,total,date_y,company,name_y,gender,age
468,4,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,07/24/2020,4,Hotel Z,Aracaju (SE),1,208.04,208.04,07/23/2020,Monsters CYA,Robert Terrell,male,47
473,4,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,08/27/2020,4,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/27/2020,Monsters CYA,Anita Smothers,female,48
473,4,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,08/31/2020,4,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/27/2020,Monsters CYA,Anita Smothers,female,48
481,4,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,10/22/2020,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/22/2020,Monsters CYA,Lyman Huizar,none,62
481,4,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,10/26/2020,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/22/2020,Monsters CYA,Lyman Huizar,none,62
486,4,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,11/26/2020,4,Hotel Z,Aracaju (SE),4,208.04,832.16,11/26/2020,Monsters CYA,Katelyn Ogorman,none,46
486,4,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,11/30/2020,4,Hotel Z,Aracaju (SE),4,208.04,832.16,11/26/2020,Monsters CYA,Katelyn Ogorman,none,46
490,4,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,12/24/2020,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/24/2020,Monsters CYA,Frank Lopez,none,39
490,4,Rio de Janeiro (RJ),Recife (PE),premium,1306.26,2.3,885.57,Rainbow,12/25/2020,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/24/2020,Monsters CYA,Frank Lopez,none,39
491,4,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,12/31/2020,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/31/2020,Monsters CYA,Lazaro Jordan,male,65
491,4,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,01/04/2021,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/31/2020,Monsters CYA,Lazaro Jordan,male,65
494,4,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,01/21/2021,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/21/2021,Monsters CYA,Steven Colon,male,31
494,4,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,01/23/2021,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/21/2021,Monsters CYA,Steven Colon,male,31
498,4,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,02/18/2021,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/18/2021,Monsters CYA,Melvin Wineland,male,64
498,4,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,02/22/2021,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/18/2021,Monsters CYA,Melvin Wineland,male,64
500,4,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,03/04/2021,4,Hotel K,Salvador (BH),2,263.41,526.82,03/04/2021,Monsters CYA,Edward Zahner,male,42
500,4,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,03/06/2021,4,Hotel K,Salvador (BH),2,263.41,526.82,03/04/2021,Monsters CYA,Edward Zahner,male,42
501,4,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,03/11/2021,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/11/2021,Monsters CYA,Amy Ruff,female,21
501,4,Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,2.3,885.57,FlyingDrops,03/12/2021,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/11/2021,Monsters CYA,Amy Ruff,female,21
503,4,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,03/25/2021,4,Hotel A,Florianopolis (SC),2,313.02,626.04,03/25/2021,Monsters CYA,Mark Smith,male,30
503,4,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,03/27/2021,4,Hotel A,Florianopolis (SC),2,313.02,626.04,03/25/2021,Monsters CYA,Mark Smith,male,30
505,4,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,04/08/2021,4,Hotel A,Florianopolis (SC),2,313.02,626.04,04/08/2021,Monsters CYA,Arthur Acevedo,male,24
505,4,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,04/10/2021,4,Hotel A,Florianopolis (SC),2,313.02,626.04,04/08/2021,Monsters CYA,Arthur Acevedo,male,24
514,4,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,06/10/2021,4,Hotel AU,Recife (PE),3,312.83,938.49,06/10/2021,Monsters CYA,Myesha Taranto,female,41
514,4,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,06/13/2021,4,Hotel AU,Recife (PE),3,312.83,938.49,06/10/2021,Monsters CYA,Myesha Taranto,female,41
517,4,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,07/01/2021,4,Hotel BD,Natal (RN),4,242.88,971.52,07/01/2021,Monsters CYA,Linda Gordan,none,30
517,4,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,07/05/2021,4,Hotel BD,Natal (RN),4,242.88,971.52,07/01/2021,Monsters CYA,Linda Gordan,none,30
529,4,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,09/23/2021,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/23/2021,Monsters CYA,Gary Pietrafesa,male,34
529,4,Sao Paulo (SP),Recife (PE),firstClass,1573.5,1.26,486.52,Rainbow,09/26/2021,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/23/2021,Monsters CYA,Gary Pietrafesa,male,34
532,4,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,10/14/2021,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/14/2021,Monsters CYA,Florence Wilson,female,42
532,4,Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,1.55,597.61,CloudFy,10/18/2021,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/14/2021,Monsters CYA,Florence Wilson,female,42
537,4,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,11/18/2021,4,Hotel AU,Recife (PE),3,312.83,938.49,11/18/2021,Monsters CYA,Robert Villalvazo,none,35
537,4,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,11/21/2021,4,Hotel AU,Recife (PE),3,312.83,938.49,11/18/2021,Monsters CYA,Robert Villalvazo,none,35
541,4,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,12/16/2021,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/16/2021,Monsters CYA,Carolyn Watt,none,52
541,4,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,12/19/2021,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/16/2021,Monsters CYA,Carolyn Watt,none,52
543,4,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,12/30/2021,4,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/30/2021,Monsters CYA,Bianca Fitz,female,51
543,4,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,01/02/2022,4,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/30/2021,Monsters CYA,Bianca Fitz,female,51
545,4,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,01/13/2022,4,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/13/2022,Monsters CYA,Kenneth Jump,male,46
545,4,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,01/14/2022,4,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/13/2022,Monsters CYA,Kenneth Jump,male,46
548,4,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,02/03/2022,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/03/2022,Monsters CYA,Frances Vidal,female,29
548,4,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,02/05/2022,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/03/2022,Monsters CYA,Frances Vidal,female,29
555,4,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,03/24/2022,4,Hotel A,Florianopolis (SC),1,313.02,313.02,03/24/2022,Monsters CYA,Yolanda Edwards,female,34
555,4,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,03/25/2022,4,Hotel A,Florianopolis (SC),1,313.02,313.02,03/24/2022,Monsters CYA,Yolanda Edwards,female,34
556,4,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,03/31/2022,4,Hotel K,Salvador (BH),3,263.41,790.23,03/31/2022,Monsters CYA,Jonathan Dickens,male,48
556,4,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,04/03/2022,4,Hotel K,Salvador (BH),3,263.41,790.23,03/31/2022,Monsters CYA,Jonathan Dickens,male,48
557,4,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,04/07/2022,4,Hotel K,Salvador (BH),1,263.41,263.41,04/07/2022,Monsters CYA,Phillip King,none,39
557,4,Salvador (BH),Recife (PE),premium,1103.23,2.05,788.55,Rainbow,04/08/2022,4,Hotel K,Salvador (BH),1,263.41,263.41,04/07/2022,Monsters CYA,Phillip King,none,39
559,4,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,04/21/2022,4,Hotel K,Salvador (BH),2,263.41,526.82,04/21/2022,Monsters CYA,Betty Ollie,female,64
559,4,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,04/23/2022,4,Hotel K,Salvador (BH),2,263.41,526.82,04/21/2022,Monsters CYA,Betty Ollie,female,64
562,4,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,05/12/2022,4,Hotel BD,Natal (RN),2,242.88,485.76,05/12/2022,Monsters CYA,Clifford Forrest,none,54
562,4,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,05/14/2022,4,Hotel BD,Natal (RN),2,242.88,485.76,05/12/2022,Monsters CYA,Clifford Forrest,none,54
564,4,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,05/26/2022,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/26/2022,Monsters CYA,Eugene Tiemann,none,41
564,4,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,05/27/2022,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/26/2022,Monsters CYA,Eugene Tiemann,none,41
565,4,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,06/02/2022,4,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/02/2022,Monsters CYA,Emma Ashbrook,none,53
565,4,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,06/04/2022,4,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/02/2022,Monsters CYA,Emma Ashbrook,none,53
574,4,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,08/04/2022,4,Hotel BP,Brasilia (DF),4,247.62,990.48,08/04/2022,Monsters CYA,Della Gomez,none,52
574,4,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,08/08/2022,4,Hotel BP,Brasilia (DF),4,247.62,990.48,08/04/2022,Monsters CYA,Della Gomez,none,52
578,4,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,09/01/2022,4,Hotel Z,Aracaju (SE),3,208.04,624.12,09/01/2022,Monsters CYA,Naomi Bartz,female,22
578,4,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,09/04/2022,4,Hotel Z,Aracaju (SE),3,208.04,624.12,09/01/2022,Monsters CYA,Naomi Bartz,female,22
581,4,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,09/22/2022,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/22/2022,Monsters CYA,Jennie Klein,female,35
581,4,Rio de Janeiro (RJ),Brasilia (DF),economic,364.34,0.48,183.37,Rainbow,09/25/2022,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/22/2022,Monsters CYA,Jennie Klein,female,35
582,4,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,09/29/2022,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/29/2022,Monsters CYA,Irene Land,female,62
582,4,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,10/02/2022,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/29/2022,Monsters CYA,Irene Land,female,62
586,4,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,10/27/2022,4,Hotel K,Salvador (BH),2,263.41,526.82,10/27/2022,Monsters CYA,Gregory Thiboutot,male,39
586,4,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,10/29/2022,4,Hotel K,Salvador (BH),2,263.41,526.82,10/27/2022,Monsters CYA,Gregory Thiboutot,male,39
587,4,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,11/03/2022,4,Hotel K,Salvador (BH),1,263.41,263.41,11/03/2022,Monsters CYA,David Edelson,male,34
587,4,Salvador (BH),Aracaju (SE),firstClass,1520.02,2.16,830.86,Rainbow,11/04/2022,4,Hotel K,Salvador (BH),1,263.41,263.41,11/03/2022,Monsters CYA,David Edelson,male,34
588,4,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,11/10/2022,4,Hotel BD,Natal (RN),2,242.88,485.76,11/10/2022,Monsters CYA,Mary Parnell,none,53
588,4,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,11/12/2022,4,Hotel BD,Natal (RN),2,242.88,485.76,11/10/2022,Monsters CYA,Mary Parnell,none,53
590,4,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,11/24/2022,4,Hotel AU,Recife (PE),2,312.83,625.66,11/24/2022,Monsters CYA,Jennifer Cargo,female,22
590,4,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,11/26/2022,4,Hotel AU,Recife (PE),2,312.83,625.66,11/24/2022,Monsters CYA,Jennifer Cargo,female,22
591,4,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,12/01/2022,4,Hotel AU,Recife (PE),4,312.83,1251.32,12/01/2022,Monsters CYA,Veronica Salgado,female,65
591,4,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,12/05/2022,4,Hotel AU,Recife (PE),4,312.83,1251.32,12/01/2022,Monsters CYA,Veronica Salgado,female,65
596,4,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,01/05/2023,4,Hotel BP,Brasilia (DF),1,247.62,247.62,01/05/2023,Monsters CYA,Dolores Huffman,female,55
596,4,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,01/06/2023,4,Hotel BP,Brasilia (DF),1,247.62,247.62,01/05/2023,Monsters CYA,Dolores Huffman,female,55
598,4,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,01/19/2023,4,Hotel BD,Natal (RN),4,242.88,971.52,01/19/2023,Monsters CYA,Amy Baumann,female,57
598,4,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,01/23/2023,4,Hotel BD,Natal (RN),4,242.88,971.52,01/19/2023,Monsters CYA,Amy Baumann,female,57
604,4,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,03/02/2023,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/02/2023,Monsters CYA,Tiffany Thomas,none,53
604,4,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,03/05/2023,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/02/2023,Monsters CYA,Tiffany Thomas,none,53
605,4,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,03/09/2023,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/09/2023,Monsters CYA,Robert Santos,male,36
605,4,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,03/13/2023,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/09/2023,Monsters CYA,Robert Santos,male,36
609,4,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,04/06/2023,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/06/2023,Monsters CYA,Kerri Jones,female,57
609,4,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,04/08/2023,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/06/2023,Monsters CYA,Kerri Jones,female,57
619,4,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,06/15/2023,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/15/2023,Monsters CYA,Clifton Parsons,male,45
619,4,Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,0.48,183.37,Rainbow,06/19/2023,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/15/2023,Monsters CYA,Clifton Parsons,male,45
621,4,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,06/29/2023,4,Hotel BP,Brasilia (DF),4,247.62,990.48,06/29/2023,Monsters CYA,Kenneth Vue,male,55
621,4,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,07/03/2023,4,Hotel BP,Brasilia (DF),4,247.62,990.48,06/29/2023,Monsters CYA,Kenneth Vue,male,55
623,4,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,07/13/2023,4,Hotel BD,Natal (RN),4,242.88,971.52,07/13/2023,Monsters CYA,Sumiko Boone,none,61
623,4,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,07/17/2023,4,Hotel BD,Natal (RN),4,242.88,971.52,07/13/2023,Monsters CYA,Sumiko Boone,none,61
624,5,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,09/26/2019,5,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,Monsters CYA,Tracy Brown,female,44
624,5,Salvador (BH),Brasilia (DF),economic,609.83,1.76,676.56,Rainbow,09/28/2019,5,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,Monsters CYA,Tracy Brown,female,44
638,5,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,01/02/2020,5,Hotel K,Salvador (BH),1,263.41,263.41,01/02/2020,Monsters CYA,Margo Sullivan,none,63
638,5,Salvador (BH),Recife (PE),economic,751.37,2.05,788.55,Rainbow,01/03/2020,5,Hotel K,Salvador (BH),1,263.41,263.41,01/02/2020,Monsters CYA,Margo Sullivan,none,63
643,5,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,02/06/2020,5,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020,Monsters CYA,David Lucas,male,50
643,5,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,02/09/2020,5,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020,Monsters CYA,David Lucas,male,50
644,5,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,02/13/2020,5,Hotel K,Salvador (BH),1,263.41,263.41,02/13/2020,Monsters CYA,Rita Field,female,49
644,5,Salvador (BH),Recife (PE),economic,751.37,2.05,788.55,Rainbow,02/14/2020,5,Hotel K,Salvador (BH),1,263.41,263.41,02/13/2020,Monsters CYA,Rita Field,female,49
646,5,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,02/27/2020,5,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020,Monsters CYA,Andra Parker,none,33
646,5,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,03/01/2020,5,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020,Monsters CYA,Andra Parker,none,33
648,5,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,03/12/2020,5,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/12/2020,Wonka Company,Ethel Dalton,female,31
648,5,Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,0.48,183.37,CloudFy,03/16/2020,5,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/12/2020,Wonka Company,Ethel Dalton,female,31
658,5,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,05/21/2020,5,Hotel BD,Natal (RN),1,242.88,242.88,05/21/2020,Wonka Company,Bryce Gearing,male,22
658,5,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,05/22/2020,5,Hotel BD,Natal (RN),1,242.88,242.88,05/21/2020,Wonka Company,Bryce Gearing,male,22
668,5,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,07/30/2020,5,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/30/2020,Wonka Company,Carmen Politi,none,48
668,5,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,07/31/2020,5,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/30/2020,Wonka Company,Carmen Politi,none,48
670,5,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,08/13/2020,5,Hotel K,Salvador (BH),3,263.41,790.23,08/13/2020,Wonka Company,Patrick Obrien,none,32
670,5,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,08/16/2020,5,Hotel K,Salvador (BH),3,263.41,790.23,08/13/2020,Wonka Company,Patrick Obrien,none,32
676,5,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,09/24/2020,5,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/24/2020,Wonka Company,Mary Burkett,female,22
676,5,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,09/28/2020,5,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/24/2020,Wonka Company,Mary Burkett,female,22
680,5,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,10/22/2020,5,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020,Wonka Company,Bret Dowell,none,52
680,5,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,10/24/2020,5,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020,Wonka Company,Bret Dowell,none,52
683,5,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,11/12/2020,5,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/12/2020,Wonka Company,Loma Walker,female,25
683,5,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,11/13/2020,5,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/12/2020,Wonka Company,Loma Walker,female,25
687,5,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,12/10/2020,5,Hotel Z,Aracaju (SE),1,208.04,208.04,12/10/2020,Wonka Company,Lora Perez,female,23
687,5,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,12/11/2020,5,Hotel Z,Aracaju (SE),1,208.04,208.04,12/10/2020,Wonka Company,Lora Perez,female,23
688,6,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,09/26/2019,6,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019,Wonka Company,John Orr,male,27
688,6,Natal (RN),Aracaju (SE),firstClass,611.4,0.46,176.33,Rainbow,09/29/2019,6,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019,Wonka Company,John Orr,male,27
690,6,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,10/10/2019,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/10/2019,Wonka Company,William Glancy,male,64
690,6,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,10/13/2019,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/10/2019,Wonka Company,William Glancy,male,64
695,6,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,11/14/2019,6,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019,Wonka Company,Clement Johnson,male,59
695,6,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,11/16/2019,6,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019,Wonka Company,Clement Johnson,male,59
696,6,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,11/21/2019,6,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/21/2019,Wonka Company,Michael Nutt,male,21
696,6,Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,0.48,183.37,CloudFy,11/23/2019,6,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/21/2019,Wonka Company,Michael Nutt,male,21
698,6,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,12/05/2019,6,Hotel AU,Recife (PE),1,312.83,312.83,12/05/2019,Wonka Company,Susan Anderson,female,51
698,6,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,12/06/2019,6,Hotel AU,Recife (PE),1,312.83,312.83,12/05/2019,Wonka Company,Susan Anderson,female,51
699,6,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,12/12/2019,6,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019,Wonka Company,Kevin Lamb,male,43
699,6,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,12/16/2019,6,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019,Wonka Company,Kevin Lamb,male,43
701,6,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,12/26/2019,6,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,Wonka Company,Evelyn Murawski,female,41
701,6,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,12/30/2019,6,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,Wonka Company,Evelyn Murawski,female,41
